id,y_2013,y_2018
370630001011,588,593
370630001012,731,737
370630001021,1118,1122
370630001022,840,843
370630002001,464,466
370630002002,445,648
370630002003,429,437
370630003011,526,563
370630003012,321,332
370630003013,325,353
370630003021,381,385
370630003022,494,497
370630003023,895,907
370630004011,462,463
370630004012,422,436
370630004013,343,354
370630004021,1048,2215
370630005001,450,904
370630005002,365,374
370630005003,677,707
370630005004,461,468
370630006001,1121,1434
370630006002,941,945
370630006003,218,218
370630007001,423,1110
370630007002,549,560
370630007003,507,513
370630009001,365,433
370630009002,458,468
370630010011,398,392
370630010012,543,570
370630010013,541,603
370630010021,1080,1087
370630010022,325,328
370630010023,370,372
370630010024,516,521
370630011001,864,893
370630011002,577,604
370630013011,675,704
370630013031,518,514
370630013032,289,304
370630013041,1092,1100
370630014001,446,443
370630014002,762,760
370630015011,138,137
370630015021,1391,1507
370630015022,705,844
370630015023,1125,1275
370630015024,632,632
370630015031,0,0
370630016011,462,624
370630016012,1186,1186
370630016013,674,832
370630016031,281,283
370630016032,1120,1178
370630016033,539,551
370630016034,706,709
370630016041,866,863
370630016042,1127,1134
370630016043,703,706
370630017051,697,705
370630017052,1087,1137
370630017053,694,693
370630017061,1364,1553
370630017062,1046,1213
370630017071,469,470
370630017072,719,731
370630017073,265,264
370630017074,790,825
370630017075,403,1201
370630017081,1664,1705
370630017091,373,368
370630017092,355,357
370630017093,2002,2766
370630017101,1149,1163
370630017102,723,722
370630017111,603,1434
370630017112,768,768
370630017113,740,736
370630018011,777,807
370630018012,268,280
370630018013,1034,1082
370630018014,509,575
370630018015,305,327
370630018021,826,813
370630018022,670,670
370630018023,796,798
370630018024,358,352
370630018061,742,759
370630018062,1578,1744
370630018071,1259,1385
370630018072,1300,1303
370630018073,1068,1063
370630018081,829,844
370630018082,2019,3375
370630018091,1628,1983
370630018092,1177,1203
370630019001,321,1443
370630019002,1036,1090
370630020071,838,847
370630020072,1086,1159
370630020073,376,377
370630020081,386,391
370630020082,840,858
370630020091,799,795
370630020092,453,462
370630020093,714,713
370630020131,667,711
370630020132,402,402
370630020133,803,803
370630020151,994,993
370630020152,1139,1141
370630020153,197,547
370630020161,1759,1855
370630020162,969,979
370630020171,981,1016
370630020172,677,716
370630020173,1839,1923
370630020181,1311,1422
370630020182,1640,2002
370630020183,1059,1898
370630020191,890,891
370630020192,950,1111
370630020193,716,823
370630020201,761,818
370630020202,1591,2014
370630020211,1783,1749
370630020212,523,565
370630020221,1133,1133
370630020222,1105,1223
370630020231,608,608
370630020232,738,878
370630020241,1629,1843
370630020242,669,669
370630020243,756,756
370630020251,895,988
370630020252,1047,1048
370630020253,599,601
370630020261,1014,1035
370630020262,1829,1848
370630020271,702,1016
370630020272,2127,2678
370630020273,1053,1670
370630020281,1022,1412
370630020282,910,946
370630020283,2069,4551
370630021001,959,1017
370630021002,900,943
370630021003,814,884
370630022001,501,1782
370630023001,355,758
370630023002,79,627
370639801001,0,0